Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
100403,Business,Sophomore,2.356,24.2,Copywriting/Drafting,Beginner,3,True,7.1,4,Allowed_With_Citation,6,2.858,45.37,Medium
100404,Arts,Senior,3.382,12.02,Copywriting/Drafting,Beginner,1,True,15.55,4,Actively_Encouraged,5,3.933,80.62,Medium
100405,Humanities,Freshman,2.313,3.21,Direct_Answer_Generation,Beginner,3,False,8.62,3,Actively_Encouraged,3,2.709,54.93,Medium
100406,Medical,Senior,2.554,6.65,Debugging/Troubleshooting,Beginner,1,False,10.74,6,Strict_Ban,6,2.777,84.58,Medium
100407,Humanities,Junior,3.549,2.51,Copywriting/Drafting,Beginner,3,False,2.65,3,Allowed_With_Citation,6,3.658,53.56,Medium
100408,STEM,Junior,3.548,21.32,Debugging/Troubleshooting,Advanced,4,False,14.03,6,Actively_Encouraged,4,3.984,71.44,High
100409,Medical,Freshman,3.838,0.75,Summarizing_Reading,Beginner,3,True,9.57,1,Allowed_With_Citation,3,3.879,95.15,Low
100410,STEM,Junior,2.036,30.41,Debugging/Troubleshooting,Advanced,3,True,16.22,5,Actively_Encouraged,4,2.749,65.48,High
100411,Humanities,Junior,2.774,1.93,Copywriting/Drafting,Beginner,2,False,13.29,4,Strict_Ban,6,3.056,60.14,Medium
100412,Medical,Junior,3.09,3.43,Direct_Answer_Generation,Advanced,5,False,22.1,3,Allowed_With_Citation,4,3.349,64.69,Low
100413,Medical,Sophomore,3.095,3.95,Ideation,Advanced,3,False,15.47,5,Strict_Ban,3,3.248,100,Medium
100414,Business,Freshman,3.657,20.05,Ideation,Intermediate,3,True,15.33,5,Actively_Encouraged,1,4,74.39,High
100415,Business,Junior,3.539,35.87,Ideation,Intermediate,1,True,16.21,5,Allowed_With_Citation,8,3.761,76.53,High
100416,Humanities,Sophomore,3.154,1.19,Debugging/Troubleshooting,Intermediate,3,True,12.75,3,Allowed_With_Citation,6,3.277,75.59,Low
100417,STEM,Junior,3.072,27.04,Summarizing_Reading,Beginner,2,True,6.97,4,Strict_Ban,5,3.431,56.31,High
100418,Humanities,Junior,3.327,13.03,Copywriting/Drafting,Beginner,3,True,19.22,4,Allowed_With_Citation,5,3.677,65.01,Medium
100419,Business,Sophomore,2.852,10.3,Ideation,Beginner,3,True,8.87,4,Actively_Encouraged,5,2.98,50.93,Medium
100420,Arts,Sophomore,3.222,0.19,Summarizing_Reading,Intermediate,5,True,8.55,4,Strict_Ban,4,3.329,59.91,Medium
100421,Arts,Junior,3.522,5.42,Debugging/Troubleshooting,Beginner,2,False,8.6,4,Actively_Encouraged,3,3.814,74.13,Medium
100422,Arts,Junior,3.419,9.65,Copywriting/Drafting,Advanced,4,True,14.15,5,Allowed_With_Citation,4,3.901,95.15,Medium
100423,STEM,Junior,3.536,9.4,Copywriting/Drafting,Advanced,5,False,7.76,6,Allowed_With_Citation,6,3.908,83.95,Medium
100424,Humanities,Graduate,3.208,22.74,Summarizing_Reading,Beginner,2,True,5.67,3,Strict_Ban,9,3.309,49.36,High
100425,STEM,Senior,2.7,6.48,Copywriting/Drafting,Beginner,2,False,9.4,3,Allowed_With_Citation,4,2.982,77.84,Low
100426,Business,Freshman,3.7,0.87,Debugging/Troubleshooting,Intermediate,2,True,15.9,3,Strict_Ban,4,3.897,67.96,High
100427,Humanities,Junior,2.59,1.51,Summarizing_Reading,Intermediate,4,False,6.18,5,Allowed_With_Citation,4,2.636,67,Low
100428,Medical,Sophomore,3.255,24.1,Debugging/Troubleshooting,Beginner,2,True,13.11,5,Allowed_With_Citation,8,3.506,50.45,High
100429,Humanities,Sophomore,3.485,0.5,Copywriting/Drafting,Intermediate,2,False,5.06,1,Actively_Encouraged,2,3.499,54.9,Low
100430,STEM,Graduate,2.587,10.91,Ideation,Beginner,1,False,16.21,3,Strict_Ban,5,2.634,56.47,High
100431,STEM,Junior,3.615,10.74,Ideation,Advanced,4,True,11.84,4,Allowed_With_Citation,5,4,72.92,Medium
100432,Arts,Senior,3.528,4.96,Copywriting/Drafting,Advanced,3,False,18.38,5,Strict_Ban,7,3.666,82.27,Low
100433,Business,Graduate,3.741,40,Copywriting/Drafting,Beginner,3,False,10.03,9,Allowed_With_Citation,6,3.84,87.04,High
100434,STEM,Freshman,3.123,0.52,Ideation,Intermediate,3,False,7.77,3,Allowed_With_Citation,1,3.003,83.55,Low
100435,STEM,Freshman,3.547,19.83,Summarizing_Reading,Intermediate,3,True,4.36,4,Strict_Ban,6,3.473,89.44,High
100436,Business,Sophomore,2.357,0.79,Ideation,Advanced,5,True,1.2,2,Allowed_With_Citation,2,2.541,85.07,Low
100437,STEM,Freshman,3.222,14.46,Debugging/Troubleshooting,Advanced,3,False,11.37,2,Allowed_With_Citation,3,3.435,100,Medium
100438,Arts,Freshman,3.006,2.29,Ideation,Beginner,2,True,7.82,1,Allowed_With_Citation,2,3.021,68.55,Medium
100439,Business,Graduate,3.086,21.41,Debugging/Troubleshooting,Intermediate,5,True,10.72,6,Allowed_With_Citation,4,3.191,81.04,High
100440,STEM,Graduate,3.767,6.21,Copywriting/Drafting,Advanced,4,False,18.78,2,Allowed_With_Citation,1,4,50.8,High
100441,STEM,Senior,2.601,32.96,Ideation,Advanced,3,True,21.07,6,Strict_Ban,7,3.043,67.04,High
100442,Medical,Senior,3.254,1.35,Debugging/Troubleshooting,Intermediate,2,False,13.09,3,Allowed_With_Citation,6,3.497,74.97,Medium
100443,Humanities,Freshman,3.498,9.74,Copywriting/Drafting,Beginner,3,False,20.2,4,Allowed_With_Citation,5,3.985,70.1,Low
100444,Humanities,Junior,1.666,2.22,Copywriting/Drafting,Intermediate,2,True,4.7,5,Actively_Encouraged,2,1.857,57.69,Low
100445,Arts,Freshman,3.585,6.84,Debugging/Troubleshooting,Advanced,3,False,11.89,3,Allowed_With_Citation,4,3.862,93.1,Medium
100446,Medical,Sophomore,2.756,10.18,Copywriting/Drafting,Advanced,3,False,7.65,3,Allowed_With_Citation,6,2.712,83.36,Low
100447,Medical,Sophomore,2.113,12.12,Summarizing_Reading,Advanced,3,False,19.39,3,Allowed_With_Citation,6,2.52,94.84,Low
100448,Arts,Junior,3.16,6.12,Ideation,Advanced,3,False,3.92,3,Actively_Encouraged,6,3.352,83.55,Medium
100449,Humanities,Freshman,3.675,0.1,Debugging/Troubleshooting,Beginner,3,True,11.15,2,Allowed_With_Citation,6,3.598,50.77,Low
100450,STEM,Freshman,3.525,1.13,Debugging/Troubleshooting,Intermediate,1,True,20.22,4,Actively_Encouraged,6,3.833,93.09,Medium
100451,Arts,Junior,3.459,2.26,Copywriting/Drafting,Intermediate,5,False,14.33,1,Allowed_With_Citation,5,3.436,60.82,Medium
100452,Business,Junior,3.495,2.91,Direct_Answer_Generation,Advanced,3,True,1.36,2,Allowed_With_Citation,5,3.702,75.28,Medium
100453,Humanities,Sophomore,3.343,7.81,Direct_Answer_Generation,Intermediate,4,True,11.67,3,Allowed_With_Citation,4,3.291,98.75,Low
100454,Medical,Freshman,3.18,0.67,Summarizing_Reading,Advanced,3,False,8.44,5,Actively_Encouraged,2,3.062,86.48,Medium
100455,STEM,Graduate,3.211,6.08,Ideation,Advanced,4,False,15.85,1,Allowed_With_Citation,7,3.604,87.71,High
100456,Humanities,Freshman,3.346,2.54,Ideation,Advanced,4,False,10.17,4,Allowed_With_Citation,1,3.729,71.97,Low
100457,STEM,Senior,3.705,17.5,Copywriting/Drafting,Intermediate,4,True,7.27,6,Strict_Ban,8,3.646,94.39,High
100458,Humanities,Freshman,1.884,9.31,Debugging/Troubleshooting,Beginner,3,False,3.4,1,Actively_Encouraged,1,2.019,69.28,High
100459,STEM,Junior,3.269,19.65,Copywriting/Drafting,Intermediate,3,True,2.98,5,Strict_Ban,10,3.448,66.22,High
100460,STEM,Senior,2.641,4.45,Debugging/Troubleshooting,Beginner,3,False,14.69,2,Actively_Encouraged,1,2.826,98.41,High
100461,STEM,Senior,3.377,40,Copywriting/Drafting,Advanced,3,True,6.17,7,Allowed_With_Citation,3,3.736,92.03,High
100462,Business,Sophomore,3.001,9.64,Ideation,Beginner,1,False,11.05,1,Actively_Encouraged,8,3.218,77.56,Low
100463,Business,Freshman,3.393,3.59,Copywriting/Drafting,Advanced,5,True,17.59,3,Allowed_With_Citation,5,3.366,93.31,Low
100464,Business,Senior,3.056,4.86,Debugging/Troubleshooting,Intermediate,2,False,6.97,4,Allowed_With_Citation,5,3.412,100,Low
100465,Medical,Junior,2.388,7.65,Direct_Answer_Generation,Advanced,4,True,7.48,4,Actively_Encouraged,1,2.568,88.47,High
100466,Humanities,Senior,3.054,1.06,Ideation,Intermediate,2,False,17.33,4,Strict_Ban,4,3.287,89.28,Medium
100467,STEM,Senior,2.792,11.98,Debugging/Troubleshooting,Intermediate,1,False,17.23,5,Strict_Ban,6,2.94,75.15,Medium
100468,Arts,Junior,3.01,1.46,Copywriting/Drafting,Beginner,2,False,3.03,2,Allowed_With_Citation,5,3.057,72.05,Medium
100469,STEM,Graduate,2.343,18.38,Debugging/Troubleshooting,Beginner,3,True,13.86,6,Allowed_With_Citation,3,2.321,80.7,High
100470,Medical,Junior,3.116,3.53,Copywriting/Drafting,Intermediate,3,False,13.38,6,Actively_Encouraged,2,3.263,67.99,High
100471,STEM,Senior,2.874,23.26,Ideation,Beginner,1,True,17.67,6,Allowed_With_Citation,4,3.375,84.04,High
100472,Medical,Senior,3.272,6.87,Debugging/Troubleshooting,Intermediate,5,True,7.79,1,Strict_Ban,4,3.543,85.71,Medium
100473,STEM,Junior,3.751,2.1,Debugging/Troubleshooting,Beginner,2,True,11.26,2,Allowed_With_Citation,6,3.902,93.14,Low
100474,Medical,Junior,3.592,0.46,Debugging/Troubleshooting,Beginner,1,False,8.11,1,Actively_Encouraged,2,3.298,69.97,Low
100475,Business,Senior,2.759,9.92,Debugging/Troubleshooting,Beginner,2,False,11.33,2,Allowed_With_Citation,3,3.065,79.69,Low
100476,Medical,Junior,3.963,3.85,Direct_Answer_Generation,Beginner,2,True,7.58,5,Actively_Encouraged,3,4,60.51,Medium
100477,STEM,Junior,3.476,3.15,Debugging/Troubleshooting,Intermediate,2,False,11.22,3,Actively_Encouraged,1,3.746,78.48,Low
100478,Business,Senior,3.369,13.28,Ideation,Intermediate,3,False,4.85,6,Allowed_With_Citation,1,3.817,68.49,Medium
100479,Medical,Freshman,2.73,9.24,Summarizing_Reading,Intermediate,1,False,1,4,Allowed_With_Citation,4,2.576,83.45,High
100480,Business,Freshman,3.119,1.9,Copywriting/Drafting,Advanced,3,False,6.86,1,Allowed_With_Citation,6,3.268,51.23,Medium
100481,Business,Freshman,3.297,4.1,Summarizing_Reading,Intermediate,3,True,16.34,4,Strict_Ban,6,3.494,70.97,Low
100482,Business,Junior,3.62,6.14,Summarizing_Reading,Advanced,4,True,9.03,1,Strict_Ban,3,3.882,79.45,Low
100483,Humanities,Graduate,3.525,0.84,Summarizing_Reading,Beginner,1,False,5.6,2,Strict_Ban,4,3.665,81.43,Medium
100484,Business,Senior,3.581,3.76,Debugging/Troubleshooting,Beginner,3,False,19.86,3,Actively_Encouraged,4,4,72.16,Low
100485,Business,Graduate,3.624,4.7,Debugging/Troubleshooting,Beginner,3,False,17.31,5,Strict_Ban,6,4,73.92,Medium
100486,Medical,Freshman,3.912,24.31,Summarizing_Reading,Advanced,3,True,1,8,Allowed_With_Citation,5,4,87.42,High
100487,STEM,Senior,2.411,9.2,Ideation,Beginner,1,True,20.59,3,Actively_Encouraged,4,2.576,68.24,Medium
100488,STEM,Sophomore,3.084,0.3,Copywriting/Drafting,Advanced,5,False,3.16,2,Strict_Ban,3,2.995,63.43,Medium
100489,Medical,Freshman,3.336,25.56,Summarizing_Reading,Advanced,4,False,16.86,5,Allowed_With_Citation,5,3.518,53.11,High
100490,Medical,Senior,2.732,7.58,Copywriting/Drafting,Intermediate,2,True,12.44,4,Strict_Ban,5,3.05,74.62,Medium
100491,Humanities,Freshman,3.468,1.1,Summarizing_Reading,Beginner,1,False,18.14,2,Strict_Ban,3,3.987,71.58,Low
100492,Business,Freshman,3.685,14.92,Debugging/Troubleshooting,Beginner,2,False,1.28,6,Strict_Ban,4,3.699,50.71,High
100493,STEM,Sophomore,2.988,31.2,Direct_Answer_Generation,Intermediate,3,True,4.52,8,Allowed_With_Citation,6,2.539,38.81,High
100494,STEM,Senior,3.647,10.68,Debugging/Troubleshooting,Beginner,3,False,10,1,Allowed_With_Citation,6,3.713,88.14,Medium
100495,Humanities,Junior,3.575,20.45,Ideation,Advanced,3,True,24.91,4,Allowed_With_Citation,3,4,67.51,Medium
100496,Humanities,Sophomore,3.162,5.02,Copywriting/Drafting,Beginner,2,False,5.24,3,Actively_Encouraged,3,3.261,79.9,Medium
100497,Business,Freshman,3.411,0.46,Copywriting/Drafting,Intermediate,2,False,6.95,2,Actively_Encouraged,2,3.242,69.79,Medium
100498,STEM,Freshman,3.827,5.12,Debugging/Troubleshooting,Beginner,3,False,8.46,1,Strict_Ban,8,3.829,80.94,Low
100499,Medical,Freshman,3.469,10.8,Summarizing_Reading,Advanced,4,True,7.64,3,Strict_Ban,6,3.307,77.39,Medium
100500,Medical,Graduate,2.632,11.74,Debugging/Troubleshooting,Advanced,3,False,8.45,5,Actively_Encouraged,4,3.201,79.44,Medium
100501,Business,Graduate,3.245,8.44,Summarizing_Reading,Beginner,2,True,9.37,4,Strict_Ban,2,3.474,80.31,Medium
100502,Business,Graduate,3.497,1.55,Ideation,Beginner,3,True,14.48,4,Strict_Ban,6,3.99,92.68,Medium
100503,Humanities,Senior,2.693,1.51,Copywriting/Drafting,Advanced,3,False,7.94,2,Strict_Ban,1,3.012,95.61,Low
100504,Arts,Graduate,3.765,1.88,Copywriting/Drafting,Beginner,2,False,4.88,4,Actively_Encouraged,4,4,77.86,Medium
100505,Business,Senior,1.941,0.59,Copywriting/Drafting,Beginner,2,True,10.38,1,Strict_Ban,4,2.072,63.26,Medium
100506,STEM,Graduate,3.464,27.97,Debugging/Troubleshooting,Intermediate,3,True,10.89,7,Actively_Encouraged,4,3.793,60.72,High
100507,Medical,Senior,2.875,3.36,Summarizing_Reading,Advanced,4,False,15.83,5,Allowed_With_Citation,2,3.166,88.53,Medium
100508,Arts,Junior,3.326,1.31,Summarizing_Reading,Advanced,3,True,8.56,3,Actively_Encouraged,8,3.466,82.67,Medium
100509,Medical,Sophomore,1.793,10.81,Debugging/Troubleshooting,Intermediate,1,True,7.36,4,Actively_Encouraged,5,1.746,82.63,Low
100510,Business,Junior,3.683,17.74,Summarizing_Reading,Intermediate,4,True,18.91,6,Actively_Encouraged,7,4,74.63,Medium
100511,Business,Junior,1.979,4.07,Ideation,Beginner,1,True,9.57,1,Actively_Encouraged,4,2.304,69.81,Medium
100512,Humanities,Junior,3.319,0.68,Ideation,Beginner,1,False,13.58,1,Allowed_With_Citation,1,3.575,81.82,Medium
100513,Medical,Senior,2.902,7.83,Debugging/Troubleshooting,Beginner,3,False,10.61,2,Allowed_With_Citation,3,3.372,66.52,Medium
100514,Arts,Senior,3.572,1.81,Copywriting/Drafting,Beginner,2,False,5.36,3,Strict_Ban,2,3.611,69.83,Low
100515,STEM,Freshman,2.515,6.87,Ideation,Intermediate,3,False,9.15,5,Strict_Ban,1,2.519,77.48,Medium
100516,STEM,Sophomore,3.373,4.76,Direct_Answer_Generation,Intermediate,3,False,12.74,1,Actively_Encouraged,3,3.48,77.69,Low
100517,Humanities,Graduate,2.702,0.92,Copywriting/Drafting,Advanced,4,True,19.84,2,Allowed_With_Citation,2,3.106,100,Medium
100518,Arts,Junior,3.154,1.32,Copywriting/Drafting,Intermediate,5,False,7.84,4,Allowed_With_Citation,5,3.103,73.19,Medium
100519,Medical,Sophomore,2.457,26.89,Debugging/Troubleshooting,Advanced,4,True,12.26,4,Allowed_With_Citation,3,3.053,88.93,Medium
100520,STEM,Graduate,3.105,6.97,Summarizing_Reading,Intermediate,1,True,9,4,Actively_Encouraged,6,3.284,77.51,High
100521,Business,Sophomore,3.552,26.78,Copywriting/Drafting,Beginner,2,False,15.39,8,Strict_Ban,9,3.496,60.37,High
100522,Humanities,Sophomore,3.059,2.78,Ideation,Intermediate,1,False,13.63,2,Allowed_With_Citation,2,3.323,84.7,Medium
100523,Medical,Sophomore,3.408,6.77,Summarizing_Reading,Beginner,3,False,11.18,4,Allowed_With_Citation,1,3.594,72.82,Medium
100524,Arts,Graduate,3.598,13.68,Copywriting/Drafting,Intermediate,3,True,12.86,5,Actively_Encouraged,5,3.857,94.69,High
100525,Arts,Senior,2.492,0.28,Copywriting/Drafting,Advanced,4,False,1.14,2,Actively_Encouraged,4,2.442,74.58,Medium
100526,Humanities,Junior,3.948,2.75,Copywriting/Drafting,Beginner,2,False,4.21,3,Strict_Ban,5,4,56.25,Low
100527,Humanities,Graduate,2.959,8.82,Direct_Answer_Generation,Intermediate,3,False,7.11,5,Actively_Encouraged,7,2.976,62.25,High
100528,STEM,Graduate,2.417,3.16,Debugging/Troubleshooting,Beginner,2,False,11.76,5,Actively_Encouraged,3,2.421,79.57,High
100529,STEM,Senior,2.819,24.32,Debugging/Troubleshooting,Intermediate,1,True,10.44,5,Actively_Encouraged,5,2.917,63.29,High
100530,Arts,Graduate,2.049,4.47,Ideation,Advanced,4,False,13.99,4,Strict_Ban,3,2.163,89.84,Medium
100531,Arts,Senior,3.674,7.95,Copywriting/Drafting,Intermediate,3,True,10.7,4,Strict_Ban,1,3.912,87.06,Low
100532,Medical,Junior,3.307,11.57,Summarizing_Reading,Intermediate,2,True,8.38,1,Allowed_With_Citation,6,3.626,61.24,Medium
100533,Medical,Junior,2.675,4.31,Direct_Answer_Generation,Beginner,2,False,10.32,4,Strict_Ban,3,2.991,56.6,Low
100534,Business,Sophomore,3.508,21.41,Direct_Answer_Generation,Intermediate,4,False,1,7,Allowed_With_Citation,7,3.007,75.91,High
100535,Arts,Freshman,3.393,2.2,Summarizing_Reading,Beginner,2,False,14.84,1,Allowed_With_Citation,4,3.554,74.42,Medium
100536,Medical,Senior,3.308,4.96,Summarizing_Reading,Advanced,3,False,12.87,2,Allowed_With_Citation,5,3.519,94.48,Low
100537,Arts,Freshman,2.847,1.63,Direct_Answer_Generation,Beginner,2,False,8.73,4,Allowed_With_Citation,3,2.861,70.28,Low
100538,STEM,Sophomore,3.572,2.68,Debugging/Troubleshooting,Intermediate,2,True,20.05,3,Allowed_With_Citation,6,3.878,71,Low
100539,Humanities,Sophomore,2.247,4.61,Copywriting/Drafting,Intermediate,3,False,17.36,3,Allowed_With_Citation,6,2.442,64.97,Medium
100540,STEM,Junior,3.6,16.98,Direct_Answer_Generation,Intermediate,2,False,8.43,5,Actively_Encouraged,4,3.548,75.96,Medium
100541,Medical,Sophomore,2.953,17.3,Summarizing_Reading,Intermediate,2,True,4.11,6,Allowed_With_Citation,4,3.221,80.75,Medium
100542,Business,Senior,3.553,1.46,Ideation,Beginner,3,True,16.31,4,Actively_Encouraged,6,4,96.56,Medium
100543,STEM,Graduate,3.228,5.02,Debugging/Troubleshooting,Advanced,3,False,14.34,2,Allowed_With_Citation,2,3.911,94.55,Medium
100544,Business,Graduate,3.224,25.99,Summarizing_Reading,Beginner,3,True,13.87,8,Allowed_With_Citation,5,3.593,74.33,High
100545,Business,Junior,3.255,1.05,Copywriting/Drafting,Beginner,2,False,14.75,2,Allowed_With_Citation,3,3.514,63.37,High
100546,Humanities,Graduate,2.765,11.26,Summarizing_Reading,Intermediate,5,False,10.46,2,Strict_Ban,7,2.488,96.65,High
100547,STEM,Sophomore,3.128,4.78,Ideation,Intermediate,4,False,10.22,5,Allowed_With_Citation,2,3.155,64.51,Medium
100548,Business,Junior,2.704,2.31,Ideation,Beginner,2,True,11.3,3,Allowed_With_Citation,1,2.672,64.6,Low
100549,Business,Sophomore,3.126,3.22,Ideation,Advanced,5,True,22.73,3,Allowed_With_Citation,4,3.718,85.38,Medium
100550,Arts,Graduate,2.593,7.81,Copywriting/Drafting,Intermediate,2,False,9.21,3,Allowed_With_Citation,3,2.841,80.42,High
100551,Business,Freshman,2.802,10.93,Ideation,Beginner,2,False,7.01,2,Allowed_With_Citation,4,2.857,53.97,Medium
100552,Arts,Junior,3.564,1.86,Copywriting/Drafting,Intermediate,2,True,16.46,4,Allowed_With_Citation,1,3.921,72.23,High
100553,Business,Senior,3.387,7.39,Debugging/Troubleshooting,Advanced,5,True,19.15,3,Strict_Ban,5,3.986,97.7,Low
100554,Business,Junior,3.103,0.52,Debugging/Troubleshooting,Advanced,5,True,7.69,1,Allowed_With_Citation,6,3.684,78.04,Medium
100555,Medical,Freshman,2.794,19.12,Summarizing_Reading,Advanced,3,False,1.2,8,Actively_Encouraged,3,2.856,59.54,Low
100556,Humanities,Junior,3.22,5.29,Copywriting/Drafting,Advanced,3,True,11.25,2,Strict_Ban,7,3.661,95.71,High
100557,STEM,Senior,2.741,40,Debugging/Troubleshooting,Beginner,3,True,12.49,10,Allowed_With_Citation,8,3.095,70.23,High
100558,STEM,Freshman,2.399,1.6,Copywriting/Drafting,Intermediate,2,False,19.36,3,Allowed_With_Citation,4,2.458,81.56,Medium
100559,Arts,Senior,2.496,4.35,Ideation,Intermediate,3,True,10.04,3,Allowed_With_Citation,2,2.902,80.77,Medium
100560,Business,Graduate,3.67,6.33,Summarizing_Reading,Intermediate,1,True,17.04,3,Actively_Encouraged,6,3.925,84.68,High
100561,Business,Graduate,3.648,4.5,Direct_Answer_Generation,Advanced,4,True,14.93,3,Allowed_With_Citation,4,3.806,89.3,Medium
100562,STEM,Sophomore,3.176,11.31,Direct_Answer_Generation,Intermediate,1,True,17.12,3,Allowed_With_Citation,2,3.627,76.2,Medium
100563,STEM,Freshman,2.926,6.68,Direct_Answer_Generation,Beginner,2,False,9.26,5,Allowed_With_Citation,6,3.193,77.36,Low
100564,STEM,Sophomore,2.758,9.96,Debugging/Troubleshooting,Advanced,3,True,10.82,3,Allowed_With_Citation,3,3.341,78.94,High
100565,Humanities,Senior,3.143,20.04,Summarizing_Reading,Advanced,4,True,14.03,2,Allowed_With_Citation,4,3.553,83.45,Medium
100566,Business,Graduate,3.466,5.65,Ideation,Intermediate,2,False,9.57,5,Strict_Ban,1,3.999,55.57,Medium
100567,Humanities,Graduate,3.295,13.22,Ideation,Advanced,5,False,13.57,4,Actively_Encouraged,4,3.395,89.07,Medium
100568,Humanities,Graduate,2.903,2.93,Copywriting/Drafting,Advanced,3,False,8.91,2,Actively_Encouraged,6,2.838,63.56,Medium
100569,Medical,Senior,2.887,2.17,Debugging/Troubleshooting,Intermediate,2,False,14.06,3,Strict_Ban,7,3.22,63.84,Low
100570,Humanities,Senior,3.714,1.05,Debugging/Troubleshooting,Beginner,1,True,17.46,1,Allowed_With_Citation,4,3.901,82.3,Low
100571,Business,Freshman,3.114,8.21,Direct_Answer_Generation,Beginner,1,False,10.61,4,Actively_Encouraged,2,3.049,68.1,Low
100572,Arts,Sophomore,3.611,0.16,Copywriting/Drafting,Advanced,4,False,8.1,4,Strict_Ban,7,3.96,81.72,Medium
100573,Humanities,Graduate,2.134,0.93,Copywriting/Drafting,Beginner,3,False,7.7,1,Actively_Encouraged,6,2.108,57.84,Medium
100574,Business,Senior,3.267,13.69,Ideation,Beginner,3,False,13.47,2,Allowed_With_Citation,4,3.792,99.33,Medium
100575,Arts,Junior,3.758,11.52,Direct_Answer_Generation,Advanced,4,False,22.34,6,Allowed_With_Citation,7,4,100,High
100576,Medical,Freshman,3.478,0.08,Debugging/Troubleshooting,Beginner,3,False,9.88,2,Actively_Encouraged,4,3.729,57.38,Medium
100577,STEM,Sophomore,2.423,33.38,Debugging/Troubleshooting,Beginner,2,True,15.5,9,Strict_Ban,10,2.853,71,High
100578,Medical,Junior,3.862,4.87,Summarizing_Reading,Advanced,5,True,14.92,1,Strict_Ban,6,3.837,80.53,Low
100579,Humanities,Graduate,3.607,2.44,Copywriting/Drafting,Advanced,5,False,2.1,5,Allowed_With_Citation,4,3.731,91.56,High
100580,STEM,Freshman,2.694,9.82,Copywriting/Drafting,Advanced,3,True,19.53,3,Allowed_With_Citation,4,3.067,61.9,Medium
100581,Humanities,Freshman,2.751,1.7,Copywriting/Drafting,Advanced,5,True,1,2,Strict_Ban,2,2.884,81.22,Medium
100582,Medical,Senior,2.592,0.88,Summarizing_Reading,Beginner,3,True,17.17,3,Allowed_With_Citation,3,2.882,71.94,Medium
100583,Humanities,Sophomore,2.945,14.35,Copywriting/Drafting,Advanced,3,False,17.4,2,Actively_Encouraged,3,3.379,98.6,Medium
100584,Humanities,Freshman,3.036,0.85,Copywriting/Drafting,Intermediate,2,False,14.69,1,Allowed_With_Citation,3,3.141,93.5,Low
100585,Business,Freshman,3.135,3.44,Summarizing_Reading,Intermediate,2,True,11.75,4,Actively_Encouraged,1,3.345,68.1,Medium
100586,STEM,Junior,2.873,13.52,Debugging/Troubleshooting,Intermediate,2,True,7,3,Actively_Encouraged,6,2.993,76.08,High
100587,STEM,Junior,3.832,29.44,Direct_Answer_Generation,Intermediate,1,False,17.4,8,Actively_Encouraged,10,3.795,58.92,High
100588,STEM,Graduate,3.451,1.03,Ideation,Advanced,5,True,9.23,3,Allowed_With_Citation,6,3.761,75.29,Low
100589,STEM,Junior,3.494,12.67,Debugging/Troubleshooting,Intermediate,2,False,12.66,3,Strict_Ban,6,3.706,86.72,Medium
100590,STEM,Senior,2.03,11.69,Copywriting/Drafting,Advanced,5,False,9.37,3,Actively_Encouraged,6,2.379,73.28,Low
100591,STEM,Freshman,2.498,3.32,Debugging/Troubleshooting,Intermediate,3,True,12.91,4,Actively_Encouraged,5,2.58,76.11,Low
100592,Business,Senior,2.782,17.71,Ideation,Beginner,3,True,7.26,7,Actively_Encouraged,5,3.132,74.17,High
100593,STEM,Senior,3.524,5.92,Debugging/Troubleshooting,Intermediate,1,True,10.59,4,Allowed_With_Citation,3,3.96,75.25,Low
100594,Humanities,Freshman,2.426,1.96,Direct_Answer_Generation,Intermediate,4,False,8.22,3,Strict_Ban,5,2.413,83.07,Medium
100595,Medical,Senior,3.42,5.58,Debugging/Troubleshooting,Advanced,3,False,15.01,2,Allowed_With_Citation,4,3.815,98.12,Medium
100596,Humanities,Freshman,2.327,1.73,Copywriting/Drafting,Beginner,2,False,20.93,2,Actively_Encouraged,4,2.554,83.95,Low
100597,Business,Junior,3.215,9.47,Ideation,Advanced,3,False,5.85,3,Allowed_With_Citation,4,3.15,87.07,Low
100598,STEM,Senior,2.671,2.41,Summarizing_Reading,Beginner,2,True,1.97,2,Strict_Ban,2,2.702,69.78,High
100599,STEM,Senior,3.757,20.74,Direct_Answer_Generation,Advanced,4,True,15.23,4,Strict_Ban,5,3.698,83.05,High
100600,STEM,Graduate,2.093,13.45,Debugging/Troubleshooting,Advanced,3,True,9.51,1,Strict_Ban,8,2.267,85.72,High
100601,STEM,Graduate,3.7,40,Debugging/Troubleshooting,Intermediate,2,True,3.79,9,Strict_Ban,10,3.756,55.5,High
100602,STEM,Senior,2.781,1.27,Debugging/Troubleshooting,Beginner,1,False,12.11,3,Strict_Ban,1,2.918,71.72,Low
100603,STEM,Graduate,2.768,2.13,Ideation,Beginner,1,False,8.13,4,Strict_Ban,3,2.795,62.96,Medium
100604,STEM,Freshman,3.193,3.81,Debugging/Troubleshooting,Beginner,2,False,9.18,1,Actively_Encouraged,1,3.109,50.36,Medium
